Station,Date (DD/MM/YY),Pressure (dbar),Temperature (ITS-90),Salinity (PSS-78) ,DIC (umol/kg),pH,Aklanity (ueq/kg)
ALOHA,27/05/2022,3.9,24.9885,34.7594,1996.5,8.046,2290
ALOHA,27/05/2022,23.1,24.8174,34.7542,1995.5,8.041,2286
ALOHA,27/05/2022,43.9,24.3492,34.913,2001,8.029,2294
ALOHA,27/05/2022,73.3,24.2996,35.0179,2008.6,8.048,2305
ALOHA,27/05/2022,98,23.9005,35.1562,2013.3,8.047,2315
ALOHA,27/05/2022,147.3,22.691,35.1916,2038.2,8.013,2317
ALOHA,27/05/2022,198.2,19.583,34.9646,2075.4,7.923,2299
ALOHA,09/07/2022,1998.1,2.1294,34.6172,2361.2,7.469,2412
ALOHA,09/07/2022,3000.5,1.5702,34.6641,2349.8,7.532,2420
ALOHA,09/07/2022,4498.9,1.4918,34.6859,2327.7,7.582,2417
ALOHA,09/07/2022,250.5,15.9887,34.5477,2084.4,7.847,2277
ALOHA,09/07/2022,378.4,10.1043,34.0994,2135.4,7.688,2260
ALOHA,09/07/2022,500.5,7.0416,34.0144,2219,7.491,2281
ALOHA,09/07/2022,996.7,4.1556,34.4865,2333,7.398,2363
ALOHA,10/07/2022,4.1,25.3835,35.2712,2017,8.052,2328
ALOHA,10/07/2022,23.8,25.3856,35.269,2017.8,8.051,2327
ALOHA,10/07/2022,44.6,25.3549,35.2642,2016.7,8.053,2324
ALOHA,10/07/2022,74.2,25.2839,35.2563,2016.8,8.05,2323
ALOHA,10/07/2022,98.6,23.5153,35.2072,2016.6,8.044,2318
ALOHA,10/07/2022,148.3,21.1352,35.1268,2048.4,7.976,2311
ALOHA,10/07/2022,199.7,19.124,34.9423,2059.3,7.938,2302
ALOHA,30/07/2022,1999.1,2.1697,34.6122,2361.2,7.467,2413
ALOHA,30/07/2022,2999.6,1.5549,34.6655,2348.3,7.53,2425
ALOHA,30/07/2022,4500.4,1.4873,34.6871,2327.5,7.58,2422
ALOHA,30/07/2022,268,15.7325,34.5125,2082.7,7.845,2276
ALOHA,30/07/2022,328.9,11.685,34.1501,2106,7.758,2255
ALOHA,30/07/2022,499.2,7.147,34.0396,2232.1,7.46,2275
ALOHA,30/07/2022,748.2,4.8736,34.3216,2326.1,7.35,2344
ALOHA,30/07/2022,994.2,4.1393,34.4857,2339.3,7.397,2370
ALOHA,31/07/2022,4.2,26.0409,35.3058,2016.9,8.053,2324
ALOHA,31/07/2022,24.4,26.0251,35.3073,2016.2,8.054,2326
ALOHA,31/07/2022,44.2,25.7656,35.3085,2015.8,8.056,2329
ALOHA,31/07/2022,74.1,25.3698,35.265,2014.9,8.052,2325
ALOHA,31/07/2022,99.3,24.1829,35.1664,2012.2,8.049,2321
ALOHA,31/07/2022,149.2,22.6068,35.2088,2036.7,8.007,2321
ALOHA,01/09/2022,1999.1,2.125,34.6193,2358.7,7.474,2414
ALOHA,01/09/2022,2998.9,1.5693,34.6657,2346.2,7.537,2426
ALOHA,01/09/2022,4498.1,1.4878,34.6872,2327.2,7.58,2421
ALOHA,01/09/2022,275.9,13.1508,34.1993,2100.5,7.769,2259
ALOHA,01/09/2022,347.4,10.2576,34.0599,2135.4,7.683,2256
ALOHA,01/09/2022,503.6,6.5399,34.0794,2259.8,7.402,2286
ALOHA,01/09/2022,611.7,5.5576,34.1671,2297.9,7.337,2313
ALOHA,01/09/2022,739.2,4.8719,34.328,2323.6,7.344,2335
ALOHA,01/09/2022,1020.1,3.9327,34.4946,2342.1,7.39,2373
ALOHA,02/09/2022,5,26.6623,35.0037,1995.7,8.063,2304
ALOHA,02/09/2022,24,26.6556,35.0037,1995,8.066,2304
ALOHA,02/09/2022,44.9,25.7036,35.0338,1999.8,8.063,2310
ALOHA,02/09/2022,74.1,23.9094,35.1648,2018,8.043,2315
ALOHA,02/09/2022,200.2,17.2973,34.685,2077.4,7.881,2286
ALOHA,24/01/2023,2997.4,1.5638,34.6666,2343,7.538,2421
ALOHA,24/01/2023,4598,1.501,34.6874,2326.9,7.582,2421
ALOHA,25/01/2023,253.1,15.5697,34.4853,2082.6,7.843,2269
ALOHA,25/01/2023,360.1,10.4882,34.0714,2123.2,7.713,2253
ALOHA,25/01/2023,489.8,7.404,34.0616,2226.9,7.471,2276
ALOHA,25/01/2023,759.7,4.7085,34.299,2329,7.331,2340
ALOHA,25/01/2023,984.3,4.0825,34.4734,2338.8,7.385,2365
ALOHA,25/01/2023,4.5,25.1046,34.9393,1999.6,8.055,2303
ALOHA,25/01/2023,23.8,25.041,35.0065,2003.1,8.054,2307
ALOHA,25/01/2023,44,24.942,34.9919,2003.1,8.05,2304
ALOHA,25/01/2023,70.8,24.9551,35.0382,2004.3,8.05,2308
ALOHA,25/01/2023,99.2,24.7789,35.2123,2015.1,8.051,2317
ALOHA,25/01/2023,149.1,22.8555,35.1808,2040.4,8.002,2317
ALOHA,25/01/2023,198.2,20.3676,35.0291,2068.5,7.94,2310
ALOHA,29/03/2023,4498.7,1.4911,34.6875,2326.4,7.582,2418
ALOHA,29/03/2023,324.1,10.0729,34.0841,2150.8,7.646,2256
ALOHA,29/03/2023,501,6.4085,34.1488,2272.9,7.386,2295
ALOHA,29/03/2023,611.5,5.5361,34.2931,2307.5,7.358,2321
ALOHA,29/03/2023,1018.6,4.1994,34.497,2334.5,7.405,2373
ALOHA,31/03/2023,3.3,24.2806,35.0005,2009.9,8.044,2303
ALOHA,31/03/2023,25.2,23.9213,35.0505,2012.5,8.041,2306
ALOHA,31/03/2023,44.3,23.1914,35.2339,2021.2,8.036,2312
ALOHA,31/03/2023,98.5,21.955,35.3122,2039.6,8.007,2322
ALOHA,31/03/2023,148.2,20.2934,35.0994,2057.6,7.955,2305
ALOHA,26/05/2023,2998.6,1.5835,34.6636,2347.7,7.534,2427
ALOHA,26/05/2023,4498.3,1.4927,34.6858,2327.5,7.579,2419
ALOHA,26/05/2023,239.1,15.3869,34.4439,2082.6,7.841,2265
ALOHA,26/05/2023,356.4,10.0805,34.1071,2168.2,7.606,2262
ALOHA,26/05/2023,582.5,5.936,34.1832,2292.6,7.347,2309
ALOHA,26/05/2023,723.3,5.0533,34.3482,2323.2,7.346,2341
ALOHA,26/05/2023,982.2,4.1626,34.4868,2337.3,7.391,2363
ALOHA,27/05/2023,4,24.9287,34.6578,1999.3,8.035,2288
ALOHA,27/05/2023,23.9,24.9085,34.6588,1999,8.036,2285
ALOHA,27/05/2023,44.4,24.7298,34.86,2005.6,8.034,2297
ALOHA,27/05/2023,148.2,21.1922,35.1244,2058.1,7.967,2312
ALOHA,27/05/2023,199.4,18.1522,34.754,2078.8,7.886,2289
ALOHA,10/08/2023,2000.3,2.1561,34.6153,2359,7.469,2409
ALOHA,10/08/2023,2999.5,1.5546,34.6671,2347.9,7.536,2424
ALOHA,10/08/2023,4499.3,1.49,34.6876,2327.3,7.582,2418
ALOHA,10/08/2023,211.3,19.6129,35.0811,2055.3,7.959,2304
ALOHA,10/08/2023,332.3,11.5052,34.1333,2128.3,7.702,2254
ALOHA,10/08/2023,496.2,7.3531,34.1461,2251.8,7.417,2283
ALOHA,10/08/2023,607.9,5.7352,34.1549,2295.2,7.33,2307
ALOHA,10/08/2023,733.8,5.0938,34.3424,2321,7.35,2335
ALOHA,10/08/2023,971.8,4.2644,34.4812,2336.2,7.389,2363
ALOHA,11/08/2023,4.3,26.122,34.9139,2002.6,8.05,2304
ALOHA,11/08/2023,24.5,26.0638,34.9085,2003,8.049,2297
ALOHA,11/08/2023,45.2,26.0389,34.9083,2002.6,8.052,2300
ALOHA,11/08/2023,74.6,24.558,34.9063,2006.3,8.043,2302
ALOHA,11/08/2023,99.4,23.5324,35.0338,2022.5,8.029,2310
ALOHA,11/08/2023,150.9,20.9738,35.0986,2061.2,7.95,2311
ALOHA,11/08/2023,198.7,19.592,35.0746,2049.4,7.968,2303
ALOHA,16/09/2023,1998.9,2.1916,34.6123,2357.7,7.466,2409
ALOHA,16/09/2023,3000,1.5522,34.6668,2346.4,7.534,2426
ALOHA,16/09/2023,4499.3,1.4913,34.6872,2326.6,7.579,2424
ALOHA,16/09/2023,270.6,13.8867,34.3691,2083.8,7.826,2263
ALOHA,16/09/2023,353.7,10.6043,34.1223,2125.2,7.716,2258
ALOHA,16/09/2023,500.5,6.6523,34.092,2255.7,7.415,2287
ALOHA,16/09/2023,610.7,5.824,34.242,2297.5,7.36,2311
ALOHA,16/09/2023,754.6,5.0812,34.3711,2318.5,7.365,2338
ALOHA,16/09/2023,1019.6,3.9592,34.4717,2338.6,7.391,2368
ALOHA,16/09/2023,4.3,26.9352,35.1161,2001.7,8.065,2312
ALOHA,16/09/2023,24.6,26.9224,35.1128,2001.5,8.067,2310
ALOHA,16/09/2023,45.3,26.8739,35.1093,2001.2,8.072,2311
ALOHA,16/09/2023,74.6,24.0728,35.118,2017.9,8.039,2312
ALOHA,16/09/2023,99.5,22.4873,35.1926,2034.8,8.015,2316
ALOHA,16/09/2023,150.6,20.3964,35.1091,2057.9,7.967,2310
ALOHA,16/09/2023,199.4,17.7404,34.7668,2070.6,7.897,2289
ALOHA,08/10/2023,1999.1,2.1038,34.619,2358.7,7.48,2412
ALOHA,08/10/2023,2999.3,1.5262,34.6698,2345.7,7.545,2424
ALOHA,08/10/2023,4498.8,1.4942,34.6873,2327.9,7.583,2421
ALOHA,09/10/2023,242.6,14.7743,34.4267,2080,7.849,2268
ALOHA,09/10/2023,360.8,10.4509,34.1153,2125.3,7.724,2258
ALOHA,09/10/2023,512.9,6.578,34.0381,2245.2,7.441,2283
ALOHA,09/10/2023,610.2,5.8994,34.2088,2295.3,7.353,2312
ALOHA,09/10/2023,755.3,4.9335,34.3345,2324.5,7.354,2339
ALOHA,09/10/2023,1020.4,4.0363,34.4799,2340.1,7.394,2367
ALOHA,05/11/2023,4498.6,1.4968,34.6862,2328.4,7.578,2422
ALOHA,05/11/2023,355.2,10.5362,34.1204,2125.7,7.714,2260
ALOHA,05/11/2023,504.6,6.7815,34.0581,2245.5,7.438,2285
ALOHA,05/11/2023,593.2,5.5778,34.1286,2291.7,7.352,2306
ALOHA,05/11/2023,734.2,4.7552,34.3077,2327.7,7.341,2336
ALOHA,05/11/2023,1019.7,3.9838,34.4939,2339.8,7.399,2367
ALOHA,06/11/2023,5.4,26.9398,35.1191,1999,8.066,2308
ALOHA,06/11/2023,26,26.954,35.1186,1998.9,8.07,2312
ALOHA,06/11/2023,46.4,26.9552,35.1218,1999.4,8.067,2313
ALOHA,06/11/2023,100.3,23.7192,35.1726,2026.8,8.028,2314
ALOHA,06/11/2023,149.8,19.8402,34.9926,2067.6,7.922,2302
ALOHA,06/11/2023,198.8,17.0386,34.6853,2067.4,7.891,2279
ALOHA,28/11/2023,2000.6,2.1247,34.6184,2359.8,7.472,2414
ALOHA,28/11/2023,2999.9,1.5623,34.6661,2347.4,7.538,2426
ALOHA,28/11/2023,4498.5,1.4943,34.6868,2328.2,7.58,2420
ALOHA,28/11/2023,268.3,13.1134,34.217,2098.7,7.781,2256
ALOHA,28/11/2023,342.9,10.0319,34.0736,2137.2,7.682,2255
ALOHA,28/11/2023,507.2,6.3636,34.0361,2252.1,7.413,2284
ALOHA,28/11/2023,596.8,5.3737,34.1333,2298.4,7.34,2304
ALOHA,28/11/2023,758,4.5458,34.3543,2332,7.347,2350
ALOHA,28/11/2023,1020.1,4.0042,34.4988,2340.1,7.395,2369
ALOHA,29/11/2023,5.1,25.6391,35.0694,2005.8,8.055,2308
ALOHA,29/11/2023,24.7,25.6502,35.0694,2005.8,8.056,2309
ALOHA,29/11/2023,45.2,25.6564,35.0695,2005.9,8.052,2311
ALOHA,29/11/2023,74.6,25.7656,35.2071,2008.5,8.059,2316
ALOHA,29/11/2023,98.9,24.3197,35.1099,2020.9,8.032,2311
ALOHA,29/11/2023,149.6,21.0255,35.0857,2062.2,7.953,2314
ALOHA,29/11/2023,199.2,18.3738,34.799,2078.1,7.892,2291
ALOHA,28/12/2023,2002,2.1428,34.6174,2357.6,7.473,2410
ALOHA,28/12/2023,3000.7,1.5591,34.6662,2348.1,7.533,2420
ALOHA,28/12/2023,4498.3,1.495,34.6868,2328.3,7.58,2419
ALOHA,28/12/2023,242.6,14.9028,34.3592,2093.9,7.809,2266
ALOHA,28/12/2023,350.6,10.3286,34.097,2129.7,7.702,2257
ALOHA,28/12/2023,513.6,6.6257,34.0744,2252.6,7.422,2291
ALOHA,28/12/2023,600.9,5.4644,34.1577,2299.5,7.345,2310
ALOHA,28/12/2023,740.2,4.7292,34.3307,2327.5,7.346,2343
ALOHA,28/12/2023,1018.6,3.9823,34.4849,2340.7,7.394,2366
ALOHA,29/12/2023,5.9,24.5245,35.0704,2013.1,8.043,2311
ALOHA,29/12/2023,47.3,24.5439,35.0792,2012.9,8.04,2309
ALOHA,29/12/2023,100.1,24.526,35.1016,2014.5,8.043,2311
ALOHA,29/12/2023,148.3,21.1462,35.0691,2061.8,7.958,2311
ALOHA,29/12/2023,199.4,19.0996,34.9035,2074.5,7.911,2300
ALOHA,02/04/2024,1996.9,2.1065,34.6167,2356.9,7.468,2412
ALOHA,02/04/2024,2998.8,1.5531,34.6667,2345.2,7.538,2424
ALOHA,02/04/2024,4497.7,1.493,34.6867,2327.1,7.579,2416
ALOHA,02/04/2024,356,9.9903,34.0986,2152.5,7.641,2262
ALOHA,02/04/2024,501.3,6.9793,34.1345,2250.3,7.424,2287
ALOHA,02/04/2024,603.3,5.6229,34.1303,2290.9,7.346,2304
ALOHA,02/04/2024,740.8,4.8018,34.2944,2322.8,7.333,2333
ALOHA,02/04/2024,1019.8,3.9778,34.4895,2334.6,7.403,2368
ALOHA,03/04/2024,3.5,23.888,35.1083,2017.8,8.036,2315
ALOHA,03/04/2024,23.9,23.8943,35.1297,2017.6,8.04,2322
ALOHA,03/04/2024,44.4,23.8985,35.1303,2016.9,8.039,2316
ALOHA,03/04/2024,75,23.9046,35.129,2017.6,8.039,2316
ALOHA,03/04/2024,99.4,23.6703,35.1047,2021.1,8.035,2313
ALOHA,03/04/2024,148.9,21.1312,34.8423,2055.1,7.953,2301
ALOHA,03/04/2024,199.1,18.7314,34.7293,2073.5,7.904,2295
ALOHA,28/04/2024,4498,1.4962,34.687,2326.1,7.579,2420
ALOHA,29/04/2024,259,15.7435,34.4947,2079.5,7.843,2265
ALOHA,29/04/2024,361.9,10.3596,34.1114,2153.8,7.636,2258
ALOHA,29/04/2024,501.7,7.7281,34.2335,2255.8,7.407,2288
ALOHA,29/04/2024,1019.8,4.268,34.4865,2330.7,7.4,2363
ALOHA,29/04/2024,4.9,24.0355,35.0418,2018.9,8.035,2316
ALOHA,29/04/2024,26,24.021,35.0391,2018.7,8.032,2309
ALOHA,29/04/2024,45,23.9786,35.0488,2016.4,8.032,2308
ALOHA,29/04/2024,74.1,23.7789,35.053,2018.7,8.033,2304
ALOHA,29/04/2024,99.3,23.4448,35.1301,2021,8.03,2313
ALOHA,29/04/2024,149.1,21.3803,34.9384,2054.9,7.952,2304
ALOHA,29/04/2024,200.2,19.7193,34.9925,2061.8,7.935,2295
ALOHA,18/07/2024,1999.1,2.1631,34.6152,2360.3,7.47,2408
ALOHA,18/07/2024,4498.8,1.4949,34.6875,2328.8,7.579,2425
ALOHA,07/09/2024,1999,2.091,34.6174,2357.9,7.471,2409
ALOHA,07/09/2024,2998.9,1.5565,34.6657,2347.7,7.536,2422
ALOHA,07/09/2024,4498.7,1.4943,34.6867,2328.9,7.582,2419
ALOHA,07/09/2024,247.3,15.2984,34.4399,2076.7,7.851,2262
ALOHA,07/09/2024,362,10.3922,34.1171,2133.8,7.699,2264
ALOHA,07/09/2024,505.6,6.859,34.0682,2243.4,7.441,2283
ALOHA,07/09/2024,598.3,5.4968,34.1503,2297.2,7.343,2313
ALOHA,07/09/2024,749.5,4.7633,34.312,2325.9,7.342,2334
ALOHA,07/09/2024,1019.1,3.9244,34.4824,2338.5,7.389,2368
ALOHA,08/09/2024,5.1,27.1278,35.1566,1999.5,8.071,2316
ALOHA,08/09/2024,24.2,26.9651,35.1248,2000,8.071,2310
ALOHA,08/09/2024,45.2,26.8802,35.2102,2002.7,8.065,2319
ALOHA,08/09/2024,100.4,22.533,35.2186,2037.3,8.015,2315
ALOHA,08/09/2024,149.3,20.0821,35.0743,2061.1,7.947,2309
ALOHA,08/09/2024,199.2,18.5716,34.9251,2063.1,7.933,2296
ALOHA,11/10/2024,1999.4,2.132,34.6159,2359.3,7.473,2410
ALOHA,11/10/2024,2998.3,1.5844,34.6649,2348.8,7.534,2424
ALOHA,11/10/2024,4498.2,1.4957,34.6873,2328.3,7.58,2420
ALOHA,12/10/2024,343.9,11.2299,34.1479,2129.2,7.702,2260
ALOHA,12/10/2024,496.8,7.9168,34.1562,2231.7,7.469,2282
ALOHA,12/10/2024,588.5,6.8026,34.2032,2269.3,7.4,2300
ALOHA,12/10/2024,740,5.0257,34.2673,2315.7,7.347,2324
ALOHA,11/10/2024,1019.4,3.9637,34.4782,2338.8,7.391,2364
ALOHA,12/10/2024,6.1,26.7753,35.1203,2006.3,8.062,2314
ALOHA,12/10/2024,27.2,26.7055,35.1162,2004.9,8.062,2312
ALOHA,12/10/2024,44.4,26.7014,35.1161,2004.2,8.068,2315
ALOHA,12/10/2024,74.9,25.2023,35.1203,2015.7,8.044,2317
ALOHA,12/10/2024,99.6,23.8193,35.1192,2028.8,8.024,2304
ALOHA,12/10/2024,149.2,21.8014,35.1525,2058.4,7.97,2314
ALOHA,12/10/2024,199.3,19.5647,34.9935,2068.2,7.929,2312
ALOHA,19/12/2024,2000.8,2.1586,34.6156,2359,7.47,2413
ALOHA,19/12/2024,2997,1.5796,34.665,2347.9,7.534,2423
ALOHA,19/12/2024,4497.2,1.4953,34.6867,2328,7.581,2422
ALOHA,19/12/2024,249.5,13.2945,34.2857,2091.4,7.803,2255
ALOHA,19/12/2024,366.7,9.5587,34.0714,2139.3,7.687,2259
ALOHA,19/12/2024,510.7,6.8184,34.0805,2248.8,7.425,2285
ALOHA,19/12/2024,613.2,5.2208,34.1237,2298.6,7.33,2311
ALOHA,19/12/2024,735.6,4.78,34.3222,2323.6,7.348,2340
ALOHA,19/12/2024,1017.1,4.0069,34.4836,2337.2,7.395,2365
ALOHA,20/12/2024,5.4,25.1315,35.3848,2018,8.061,2330
ALOHA,20/12/2024,24.7,25.1334,35.3869,2018.3,8.06,2332
ALOHA,20/12/2024,43.6,25.1098,35.3869,2018.1,8.062,2330
ALOHA,20/12/2024,73,23.9177,35.3025,2025.7,8.041,2323
ALOHA,20/12/2024,100.8,21.1435,35.1451,2053.6,7.979,2310
ALOHA,20/12/2024,152.4,19.0655,34.9718,2067.3,7.919,2297
ALOHA,20/12/2024,196.8,16.237,34.581,2070.6,7.881,2273
KAHE POINT,21/01/2004,4.3,24.8407,34.9513,1968.9,8.089,2297
KAHE POINT,21/01/2004,24.7,24.6743,34.9471,1971.2,8.085,2298
KAHE POINT,21/01/2004,44.6,24.6333,34.948,1970.2,8.089,2292
KAHE POINT,24/02/2004,4.4,25.8745,34.3738,1938.3,8.102,2265
KAHE POINT,24/02/2004,24,25.6846,34.3648,1938.2,8.102,2262
KAHE POINT,24/02/2004,44,25.637,34.3653,1937.2,8.101,2267
KAHE POINT,19/03/2004,2.9,24.6795,34.6898,1956.5,8.097,2289
KAHE POINT,20/04/2004,4.8,25.3114,34.6344,1955.7,8.099,2284
KAHE POINT,20/04/2004,24.5,25.0151,34.6272,1953.6,8.097,2280
KAHE POINT,20/04/2004,44.5,24.9987,34.6316,1954.4,8.096,2279
KAHE POINT,18/05/2004,4.6,26.4109,34.3782,1944.1,8.092,2266
KAHE POINT,18/05/2004,45,25.7634,34.5264,1949.8,8.101,2278
KAHE POINT,15/06/2004,4.1,26.6253,34.4931,1947.4,8.1,2274
KAHE POINT,15/06/2004,24.1,26.5706,34.4931,1946.9,8.111,2272
KAHE POINT,15/06/2004,43.6,26.2439,34.5047,1948.8,8.104,2274
KAHE POINT,13/07/2004,4.8,27.3255,34.5805,1946.4,8.108,2278
KAHE POINT,13/07/2004,24.3,27.0879,34.5695,1945.3,8.108,2278
KAHE POINT,13/07/2004,44.6,26.3072,34.6131,1948.9,8.104,2275
KAHE POINT,15/08/2004,4.5,27.3721,34.748,1954.5,8.106,2285
KAHE POINT,15/08/2004,24.7,27.1413,34.7412,1953.7,8.104,2287
KAHE POINT,15/08/2004,44.9,27.1058,34.7415,1954.3,8.105,2284
KAHE POINT,28/09/2004,4.8,28.4297,34.7606,1950.6,8.11,2286
KAHE POINT,28/09/2004,24.8,27.866,34.7437,1949.7,8.108,2286
KAHE POINT,28/09/2004,44.4,27.8555,34.7431,1949.7,8.11,2282
KAHE POINT,30/10/2004,5.3,27.4111,34.8741,1953.2,8.119,2298
KAHE POINT,30/10/2004,25.3,27.3951,34.871,1953.8,8.116,2294
KAHE POINT,27/11/2004,25,26.7444,34.8363,1961.2,8.107,2295
KAHE POINT,01/02/2005,5.1,25.201,34.862,1961.7,8.104,2294
KAHE POINT,01/02/2005,24.4,24.6081,34.9831,1973.7,8.094,2295
KAHE POINT,01/02/2005,45.2,24.197,35.07,1981.3,8.087,2303
KAHE POINT,04/03/2005,5.6,24.8505,34.7098,1962.1,8.085,2282
KAHE POINT,04/03/2005,25.3,24.659,34.8202,1967.4,8.091,2290
KAHE POINT,04/03/2005,44.7,24.45,34.9199,1971.7,8.09,2296
KAHE POINT,17/05/2005,3.6,26.2082,34.8399,1968.1,8.098,2298
KAHE POINT,17/05/2005,24.5,26.1999,34.8386,1968,8.097,2297
KAHE POINT,17/05/2005,45.2,25.9937,34.8606,1968.8,8.097,2297
KAHE POINT,14/06/2005,7,26.1543,34.7288,1962.7,8.092,2290
KAHE POINT,14/06/2005,25.1,25.8256,34.8541,1966.9,8.098,2293
KAHE POINT,14/06/2005,44.9,24.704,34.9262,1975.8,8.086,2298
KAHE POINT,13/08/2005,4.2,27.7058,34.8918,1963.3,8.104,2295
KAHE POINT,13/08/2005,44.5,26.7475,34.8818,1963.2,8.103,2294
KAHE POINT,09/09/2005,7.5,27.373,34.9356,1963.2,8.109,2300
KAHE POINT,09/09/2005,26.1,27.2233,34.9291,1962.3,8.11,2299
KAHE POINT,09/09/2005,43.4,27.1975,34.9302,1963.1,8.108,2301
KAHE POINT,07/10/2005,12.1,27.2272,34.9088,1965.7,8.107,2294
KAHE POINT,07/10/2005,25,27.129,34.936,1966.2,8.106,2299
KAHE POINT,07/10/2005,44.8,25.7227,35.0573,1978.4,8.091,2303
KAHE POINT,11/11/2005,8.2,26.3394,34.9973,1966.9,8.094,2310
KAHE POINT,11/11/2005,44.7,26.0185,35.0124,1970.4,8.101,2306
KAHE POINT,12/12/2005,6.6,26.3523,34.9741,1966.1,8.09,2300
KAHE POINT,12/12/2005,26.5,26.1011,34.9773,1966.8,8.103,2300
KAHE POINT,12/12/2005,46.2,26.0621,34.9794,1967,8.103,2301
KAHE POINT,17/02/2006,6.3,24.3112,35.0798,1980,8.093,2309
KAHE POINT,17/02/2006,25.5,24.3003,35.0882,1978.9,8.091,2309
KAHE POINT,17/02/2006,44.7,24.1047,35.1233,1984.2,8.087,2318
KAHE POINT,09/03/2006,5.9,24.4433,35.0019,1981.1,8.084,2307
KAHE POINT,09/03/2006,25.8,24.3801,35.0043,1981.1,8.086,2305
KAHE POINT,09/03/2006,45.3,24.3464,35.0092,1981.2,8.087,2307
KAHE POINT,01/04/2006,6.5,24.7548,34.7901,1961.3,8.097,2284
KAHE POINT,01/04/2006,25.2,24.7461,34.7908,1961,8.097,2285
KAHE POINT,01/04/2006,43.7,24.7848,34.8181,1962.7,8.095,2293
KAHE POINT,26/05/2006,7.3,25.5412,34.7956,1969.2,8.088,2286
KAHE POINT,26/05/2006,25.5,24.9454,34.8674,1972.7,8.085,2292
KAHE POINT,26/05/2006,45.3,24.8042,34.8544,1972,8.088,2296
KAHE POINT,13/06/2006,7.2,26.1337,34.7827,1969,8.092,2289
KAHE POINT,13/06/2006,25,25.646,34.7878,1966,8.096,2290
KAHE POINT,13/06/2006,45.3,24.8207,34.8396,1969.5,8.093,2291
KAHE POINT,12/07/2006,7.8,26.2161,34.8416,1968.4,8.091,2292
KAHE POINT,12/07/2006,24.4,26.0127,34.8341,1968.5,8.093,2293
KAHE POINT,12/07/2006,44,25.9928,34.834,1968.2,8.089,2288
KAHE POINT,08/08/2006,8.5,27.1764,34.783,1960.8,8.097,2285
KAHE POINT,08/08/2006,24.7,26.9481,34.778,1959.4,8.097,2291
KAHE POINT,08/08/2006,44.9,26.9296,34.7753,1958.8,8.097,2288
KAHE POINT,14/09/2006,4.9,27.2112,34.9718,1972.5,8.09,2300
KAHE POINT,14/09/2006,45.4,25.4199,34.9713,1978.4,8.075,2300
KAHE POINT,19/10/2006,6.2,27.429,34.8053,1957.6,8.1,2285
KAHE POINT,19/10/2006,25.2,27.2645,34.8337,1959.1,8.095,2288
KAHE POINT,19/10/2006,45.2,26.8611,34.9033,1965.8,8.097,2292
KAHE POINT,08/11/2006,6.3,27.1456,34.9822,1967.9,8.1,2303
KAHE POINT,08/11/2006,25.8,26.8682,34.9712,1967,8.089,2301
KAHE POINT,08/11/2006,46.1,26.8494,34.9724,1966.6,8.099,2299
KAHE POINT,09/12/2006,5.4,25.6863,34.997,1976.6,8.082,2302
KAHE POINT,09/12/2006,24.8,25.6395,34.994,1976.5,8.074,2298
KAHE POINT,09/12/2006,44.5,25.6328,34.9971,1977.5,8.073,2301
KAHE POINT,05/02/2007,5.3,25.0039,34.9884,1976.7,8.09,2301
KAHE POINT,05/02/2007,24.9,24.7464,34.984,1976.1,8.091,2301
KAHE POINT,05/02/2007,44.7,24.7128,34.9816,1983.5,8.088,2303
KAHE POINT,19/03/2007,4.6,24.8324,34.659,1967.4,8.077,2286
KAHE POINT,19/03/2007,24.9,24.6997,34.6479,1966.8,8.072,2285
KAHE POINT,04/05/2007,4.8,24.9422,34.7706,1974.5,8.075,2292
KAHE POINT,03/05/2007,24.5,24.8866,34.768,1974.1,8.07,2292
KAHE POINT,03/05/2007,45,24.8744,34.767,1974.6,8.079,2292
KAHE POINT,09/06/2007,6.3,26.1247,34.941,1978.9,8.09,2297
KAHE POINT,09/06/2007,26.2,25.9589,34.9388,1979.1,8.092,2296
KAHE POINT,09/06/2007,46,25.8151,34.9453,1982,8.083,2293
KAHE POINT,07/07/2007,6.5,26.1809,34.9465,1974.4,8.086,2289
KAHE POINT,03/08/2007,7.3,27.0668,34.9155,1969.7,8.097,2299
KAHE POINT,03/08/2007,24.9,26.8069,34.9144,1969.5,8.097,2298
KAHE POINT,03/08/2007,45,26.7507,34.9271,1970.4,8.097,2300
KAHE POINT,02/09/2007,7.9,27.5422,34.9619,1973,8.096,2296
KAHE POINT,02/09/2007,25.3,26.8974,34.9227,1971.3,8.095,2293
KAHE POINT,02/09/2007,45.6,25.288,35.0515,1984.1,8.086,2307
KAHE POINT,01/10/2007,5.2,26.6329,35.1369,1982,8.092,2309
KAHE POINT,01/10/2007,24.7,26.4181,35.1191,1985.2,8.08,2310
KAHE POINT,01/10/2007,45.2,26.2916,35.1087,1983.4,8.08,2305
KAHE POINT,01/12/2007,7.9,25.9693,35.0872,1975.8,8.098,2303
KAHE POINT,01/12/2007,25.1,25.78,35.1416,1979.1,8.091,2307
KAHE POINT,01/12/2007,45.3,25.702,35.156,1981.4,8.095,2308
KAHE POINT,20/12/2007,3.9,25.3794,35.1109,1981.5,8.097,2308
KAHE POINT,20/12/2007,25.7,25.3317,35.1091,1981,8.094,2309
KAHE POINT,20/12/2007,45,25.3015,35.1102,1982.3,8.097,2307
KAHE POINT,29/01/2008,24.8,24.165,35.0633,1984.3,8.082,2311
